qnum,Question,Responses,Total,Male,Female,High School or less,Some college,College graduate,"Under $25,000","$25-49,999","$50-74,999","$75-99,999","$100-149,999","Over $150,000",White,Black,Other race,18-29,30-44,45-64,65+,Liberal,Moderate,Conservative,Republican,Democrat,Independent
7,,,0.777217754,0.804932735,0.754039497,0.869009585,0.772727273,0.705263158,0.828947368,0.817567568,0.775,0.815789474,0.781818182,0.679144385,0.777080063,0.794520548,0.702702703,0.577181208,0.765957447,0.851132686,0.81124498,0.582191781,0.737373737,0.907172996,0.905191874,0.632941176,0.851851852
7,,Somewhat important,185.8050317,65,121,38,55,93,12,24,34,25,26,50,118,56,12,50,42,41,44,101,48,34,35,130,13
7,,,0.185434163,0.14573991,0.217235189,0.121405751,0.178571429,0.244736842,0.157894737,0.162162162,0.17,0.164473684,0.157575758,0.267379679,0.185243328,0.191780822,0.162162162,0.33557047,0.178723404,0.132686084,0.176706827,0.345890411,0.242424242,0.071729958,0.079006772,0.305882353,0.12037037
7,,Not too important,19.29255664,16,3,1,2,16,0,1,3,3,7,6,15,1,3,8,7,4,0,13,2,3,2,15,1
7,,,0.019254049,0.035874439,0.005385996,0.003194888,0.006493506,0.042105263,0,0.006756757,0.015,0.019736842,0.042424242,0.032085561,0.023547881,0.003424658,0.040540541,0.053691275,0.029787234,0.012944984,0,0.044520548,0.01010101,0.006329114,0.004514673,0.035294118,0.009259259
7,,Not at all important,13.20184305,5,9,0,12,1,0,1,8,0,2,2,6,2,5,5,6,1,1,6,2,6,4,7,2
7,,,0.013175492,0.011210762,0.016157989,0,0.038961039,0.002631579,0,0.006756757,0.04,0,0.012121212,0.010695187,0.009419152,0.006849315,0.067567568,0.033557047,0.025531915,0.003236246,0.004016064,0.020547945,0.01010101,0.012658228,0.009029345,0.016470588,0.018518519
7,,Don't know,4.928379364,1,4,2,1,2,1,1,0,0,1,2,3,1,2,0,0,0,2,2,0,1,1,4,0
7,,,0.004918542,0.002242152,0.007181329,0.006389776,0.003246753,0.005263158,0.013157895,0.006756757,0,0,0.006060606,0.010695187,0.004709576,0.003424658,0.027027027,0,0,0,0.008032129,0.006849315,0,0.002109705,0.002257336,0.009411765,0
8,How important is the issue of immigration to you?,Very important,624.3341599,260,364,232,193,198,61,88,132,94,94,100,420,153,51,82,114,212,178,122,84,392,360,189,59
8,,,0.623087984,0.584269663,0.653500898,0.745980707,0.626623377,0.519685039,0.802631579,0.594594595,0.663316583,0.618421053,0.56969697,0.534759358,0.661417323,0.525773196,0.689189189,0.554054054,0.485106383,0.688311688,0.712,0.417808219,0.424242424,0.828752643,0.810810811,0.444705882,0.541284404
8,,Somewhat important,255.4756567,111,144,50,72,133,12,33,36,46,51,66,134,104,17,36,86,66,49,114,83,53,55,161,31
8,,,0.254965725,0.249438202,0.258527828,0.160771704,0.233766234,0.349081365,0.157894737,0.222972973,0.180904523,0.302631579,0.309090909,0.352941176,0.211023622,0.357388316,0.22972973,0.243243243,0.365957447,0.214285714,0.196,0.390410959,0.419191919,0.11205074,0.123873874,0.378823529,0.28440367
8,,Not too important,78.99320349,45,34,15,32,32,1,19,23,9,12,12,62,13,4,27,18,21,10,43,21,15,21,52,6
8,,,0.078835532,0.101123596,0.061041293,0.048231511,0.103896104,0.083989501,0.013157895,0.128378378,0.115577889,0.059210526,0.072727273,0.064171123,0.097637795,0.04467354,0.054054054,0.182432432,0.076595745,0.068181818,0.04,0.147260274,0.106060606,0.031712474,0.047297297,0.122352941,0.055045872
8,,Not at all important,32.53801477,21,12,10,7,16,1,4,8,2,6,7,12,18,2,3,15,7,6,11,6,9,4,18,11
8,,,0.032473069,0.047191011,0.021543986,0.032154341,0.022727273,0.041994751,0.013157895,0.027027027,0.040201005,0.013157895,0.036363636,0.037433155,0.018897638,0.06185567,0.027027027,0.02027027,0.063829787,0.022727273,0.024,0.037671233,0.03030303,0.019027484,0.009009009,0.042352941,0.100917431
8,,Don't know,10.65896514,8,3,4,4,2,1,4,0,1,2,2,7,3,0,0,2,2,7,2,4,4,4,5,2
8,,,0.01063769,0.017977528,0.005385996,0.012861736,0.012987013,0.005249344,0.013157895,0.027027027,0,0.006578947,0.012121212,0.010695187,0.011023622,0.010309278,0,0,0.008510638,0.006493506,0.028,0.006849315,0.02020202,0.00845666,0.009009009,0.011764706,0.018348624
9,How important is the issue of climate change to you?,Very important,433.2687476,146,287,117,133,183,55,58,98,56,62,75,196,193,45,95,93,112,100,221,84,116,67,311,51
9,,,0.43240394,0.328089888,0.517117117,0.376205788,0.431818182,0.481578947,0.714285714,0.394557823,0.49,0.366013072,0.375757576,0.401069519,0.308176101,0.658703072,0.6,0.641891892,0.394067797,0.363636364,0.4,0.756849315,0.426395939,0.245243129,0.151241535,0.733490566,0.472222222
9,,Somewhat important,214.213424,101,113,56,68,90,3,31,48,34,33,53,133,69,12,31,62,67,45,64,57,85,89,88,24
9,,,0.213785852,0.226966292,0.203603604,0.180064309,0.220779221,0.236842105,0.038961039,0.210884354,0.24,0.222222222,0.2,0.28342246,0.209119497,0.235494881,0.16,0.209459459,0.262711864,0.217532468,0.18,0.219178082,0.289340102,0.179704017,0.200902935,0.20754717,0.222222222
9,,Not too important,158.5513147,68,90,64,43,51,11,24,29,33,30,18,130,21,8,8,41,47,51,5,35,109,123,19,14
9,,,0.158234845,0.152808989,0.162162162,0.205787781,0.13961039,0.134210526,0.142857143,0.163265306,0.145,0.215686275,0.181818182,0.096256684,0.204402516,0.071672355,0.106666667,0.054054054,0.173728814,0.152597403,0.204,0.017123288,0.177664975,0.230443975,0.27765237,0.044811321,0.12962963
9,,Not at all important,184.8982968,120,64,68,61,55,8,33,22,27,38,41,167,9,10,14,40,73,52,1,21,153,155,5,19
9,,,0.184529238,0.269662921,0.115315315,0.218649518,0.198051948,0.144736842,0.103896104,0.224489796,0.11,0.176470588,0.23030303,0.219251337,0.262578616,0.030716724,0.133333333,0.094594595,0.169491525,0.237012987,0.208,0.003424658,0.106598985,0.32346723,0.349887133,0.011792453,0.175925926
9,,Don't know,11.06821692,10,1,6,3,1,0,1,3,3,2,0,10,1,0,0,0,9,2,1,0,10,9,1,0
9,,,0.011046125,0.02247191,0.001801802,0.019292605,0.00974026,0.002631579,0,0.006802721,0.015,0.019607843,0.012121212,0,0.01572327,0.003412969,0,0,0,0.029220779,0.008,0.003424658,0,0.021141649,0.020316027,0.002358491,0
10,How important is the issue of abortion to you?,Very important,631.3661279,239,393,195,193,243,61,94,140,95,85,100,385,198,48,117,134,176,172,240,94,275,229,333,62
10,,,0.630105916,0.535874439,0.706834532,0.625,0.626623377,0.637795276,0.802631579,0.639455782,0.703517588,0.620915033,0.515151515,0.534759358,0.606299213,0.678082192,0.648648649,0.785234899,0.56779661,0.571428571,0.688,0.821917808,0.474747475,0.581395349,0.516930023,0.787234043,0.574074074
10,,Somewhat important,203.7881046,117,87,70,58,76,11,36,32,20,51,48,136,55,12,27,51,73,37,32,60,104,117,55,22
10,,,0.203381342,0.262331839,0.15647482,0.224358974,0.188311688,0.199475066,0.144736842,0.244897959,0.16080402,0.130718954,0.309090909,0.256684492,0.214173228,0.188356164,0.162162162,0.181208054,0.216101695,0.237012987,0.148,0.109589041,0.303030303,0.21987315,0.264108352,0.130023641,0.203703704
10,,Not too important,94.30132569,48,46,34,27,33,3,9,18,23,18,18,66,19,10,5,30,36,16,14,23,57,60,20,12
10,,,0.094113099,0.107623318,0.082733813,0.108974359,0.087662338,0.086614173,0.039473684,0.06122449,0.090452261,0.150326797,0.109090909,0.096256684,0.103937008,0.065068493,0.135135135,0.033557047,0.127118644,0.116883117,0.064,0.047945205,0.116161616,0.1205074,0.135440181,0.047281324,0.111111111
10,,Not at all important,51.48543567,34,17,7,21,24,0,6,9,8,9,17,34,14,3,0,16,18,15,6,13,31,30,10,10
10,,,0.05138267,0.076233184,0.03057554,0.022435897,0.068181818,0.062992126,0,0.040816327,0.045226131,0.052287582,0.054545455,0.090909091,0.053543307,0.047945205,0.040540541,0,0.06779661,0.058441558,0.06,0.020547945,0.065656566,0.065539112,0.06772009,0.023640662,0.092592593
10,,Don't know,21.05900615,8,13,6,9,5,1,2,0,7,2,4,14,6,1,0,5,5,10,0,8,6,7,5,2
10,,,0.021016972,0.01793722,0.023381295,0.019230769,0.029220779,0.01312336,0.013157895,0.013605442,0,0.045751634,0.012121212,0.021390374,0.022047244,0.020547945,0.013513514,0,0.021186441,0.016233766,0.04,0,0.04040404,0.012684989,0.015801354,0.011820331,0.018518519
11,How important is the issue of foreign policy to you?,Very important,636.2719216,292,344,172,211,253,46,80,125,100,115,120,426,157,53,71,137,200,189,174,116,324,314,243,72
11,,,0.635001918,0.65470852,0.61981982,0.549520767,0.682847896,0.665789474,0.605263158,0.547945205,0.621890547,0.653594771,0.696969697,0.648648649,0.668759812,0.537671233,0.726027397,0.476510067,0.582978723,0.649350649,0.756,0.597938144,0.585858586,0.684989429,0.707207207,0.573113208,0.666666667
11,,Somewhat important,290.1880014,119,171,107,77,106,27,40,51,50,47,54,172,104,14,64,74,89,47,98,60,120,96,150,26
11,,,0.289608784,0.266816143,0.308108108,0.341853035,0.249190939,0.278947368,0.355263158,0.273972603,0.253731343,0.326797386,0.284848485,0.291891892,0.270015699,0.356164384,0.191780822,0.429530201,0.314893617,0.288961039,0.188,0.336769759,0.303030303,0.253699789,0.216216216,0.353773585,0.240740741
11,,Not too important,49.73883795,17,33,22,13,15,3,19,16,0,2,6,27,21,2,14,14,8,10,13,13,20,24,25,1
11,,,0.049639559,0.038116592,0.059459459,0.07028754,0.042071197,0.039473684,0.039473684,0.130136986,0.07960199,0,0.012121212,0.032432432,0.042386185,0.071917808,0.02739726,0.093959732,0.059574468,0.025974026,0.04,0.04467354,0.065656566,0.042283298,0.054054054,0.058962264,0.009259259
11,,Not at all important,19.89605268,16,4,12,5,3,0,7,6,2,1,4,10,6,4,0,10,8,2,4,7,8,9,3,8
11,,,0.01985634,0.035874439,0.007207207,0.038338658,0.01618123,0.007894737,0,0.047945205,0.029850746,0.013071895,0.006060606,0.021621622,0.015698587,0.020547945,0.054794521,0,0.042553191,0.025974026,0.008,0.013745704,0.035353535,0.016913319,0.02027027,0.007075472,0.074074074
11,,Don't know,5.905186405,2,3,0,3,3,0,0,3,1,0,1,2,4,0,0,0,3,2,2,2,1,1,3,1
11,,,0.0058934,0.004484305,0.005405405,0,0.009708738,0.007894737,0,0,0.014925373,0.006535948,0,0.005405405,0.003139717,0.01369863,0,0,0,0.00974026,0.008,0.006872852,0.01010101,0.002114165,0.002252252,0.007075472,0.009259259
12,"Congress and the president need to enact a new budget by November 17th or the federal government will shut down. Who will you hold the most responsible if there is a shutdown– President Biden, the Democrats in Congress, or the Republicans in Congress? ",President Biden,203.027607,96,107,84,70,49,8,40,54,27,32,27,166,23,14,29,31,75,52,14,27,154,164,19,17
12,,,0.202622362,0.215246637,0.192446043,0.268370607,0.227272727,0.128608924,0.105263158,0.27027027,0.271356784,0.176470588,0.193939394,0.144385027,0.261006289,0.078767123,0.189189189,0.195945946,0.131914894,0.243506494,0.208,0.047945205,0.136363636,0.324894515,0.369369369,0.044705882,0.158878505
12,,Democrats in Congress,256.81241,109,148,110,71,76,37,43,36,34,40,45,187,47,23,50,59,74,64,16,27,206,195,33,18
12,,,0.25629981,0.244394619,0.26618705,0.3514377,0.230519481,0.199475066,0.486842105,0.290540541,0.180904523,0.222222222,0.242424242,0.240641711,0.294025157,0.160958904,0.310810811,0.337837838,0.25106383,0.24025974,0.256,0.054794521,0.136363636,0.434599156,0.439189189,0.077647059,0.168224299
12,,Republicans in Congress,397.7989041,162,235,75,133,190,24,50,80,71,63,83,181,186,31,54,88,116,112,220,108,58,31,322,42
12,,,0.397004894,0.3632287,0.422661871,0.239616613,0.431818182,0.498687664,0.315789474,0.337837838,0.40201005,0.464052288,0.381818182,0.443850267,0.284591195,0.636986301,0.418918919,0.364864865,0.374468085,0.376623377,0.448,0.753424658,0.545454545,0.122362869,0.06981982,0.757647059,0.392523364
12,,Don't know,144.3610788,79,66,44,34,66,7,15,29,21,30,32,102,36,6,15,57,43,22,42,36,56,54,51,30
12,,,0.144072933,0.177130045,0.118705036,0.14057508,0.11038961,0.173228346,0.092105263,0.101351351,0.145728643,0.137254902,0.181818182,0.171122995,0.160377358,0.123287671,0.081081081,0.101351351,0.242553191,0.13961039,0.088,0.143835616,0.181818182,0.11814346,0.121621622,0.12,0.280373832
13,How confident are you that the U.S Congress can respond effectively to a crisis?,Very confident,80.43957292,43,38,27,22,31,7,14,9,14,16,12,40,36,5,7,8,31,29,21,13,40,29,47,4
13,,,0.080279015,0.096412556,0.068222621,0.086538462,0.071428571,0.081578947,0.092105263,0.094594595,0.045226131,0.091503268,0.096385542,0.064171123,0.062992126,0.123287671,0.067567568,0.047297297,0.034042553,0.100649351,0.116,0.071672355,0.065989848,0.084388186,0.065462754,0.110849057,0.037037037
13,,Somewhat confident,328.7615971,135,194,124,89,116,42,51,70,43,51,40,175,127,26,58,72,81,90,88,58,165,133,159,30
