qnum,Question,Responses,Total,Male,Female,High School or less,Some college,College graduate,"Under $25,000","$25-49,999","$50-74,999","$75-99,999","$100-149,999","Over $150,000",White,Black,Other race,18-29,30-44,45-64,65+,Liberal,Moderate,Conservative,Republican,Democrat,Independent
3,,Somewhat approve,180.4216375,87,93,56,50,75,16,40,25,29,20,22,61,98,21,48,49,40,39,82,60,33,10,144,23
3,,,0.213769713,0.220253165,0.206666667,0.200716846,0.187969925,0.255102041,0.258064516,0.296296296,0.158227848,0.194630872,0.169491525,0.198198198,0.122736419,0.360294118,0.28,0.279069767,0.21875,0.155642023,0.225433526,0.376146789,0.307692308,0.084398977,0.029585799,0.394520548,0.211009174
3,,Somewhat disapprove,89.58068693,35,55,21,30,38,9,20,17,18,13,10,54,27,9,35,20,19,14,39,21,28,30,47,10
3,,,0.106138255,0.088607595,0.122222222,0.075268817,0.112781955,0.129251701,0.14516129,0.148148148,0.107594937,0.120805369,0.110169492,0.09009009,0.108651911,0.099264706,0.12,0.203488372,0.089285714,0.073929961,0.080924855,0.178899083,0.107692308,0.071611253,0.088757396,0.128767123,0.091743119
3,,Strongly disapprove,364.4424912,182,183,133,118,110,23,39,70,69,57,57,316,27,22,49,62,148,99,16,41,291,284,17,48
3,,,0.4318039,0.460759494,0.406666667,0.476702509,0.443609023,0.37414966,0.370967742,0.288888889,0.443037975,0.463087248,0.483050847,0.513513514,0.635814889,0.099264706,0.293333333,0.284883721,0.276785714,0.575875486,0.572254335,0.073394495,0.21025641,0.744245524,0.840236686,0.046575342,0.440366972
3,,Don't know,86.77596908,32,55,33,29,24,11,12,23,15,5,8,31,43,13,12,45,20,7,26,44,6,10,57,15
3,,,0.102815129,0.081012658,0.122222222,0.11827957,0.109022556,0.081632653,0.177419355,0.088888889,0.14556962,0.100671141,0.042372881,0.072072072,0.062374245,0.158088235,0.173333333,0.069767442,0.200892857,0.077821012,0.040462428,0.119266055,0.225641026,0.015345269,0.029585799,0.156164384,0.137614679
4,Do you approve or disapprove of the way Brian Kemp is handling his job as governor?,Strongly approve,119.2241147,57,62,49,39,29,11,16,24,13,17,22,91,20,8,12,26,54,24,6,18,86,88,16,15
4,,        ,0.141260799,0.144303797,0.138084633,0.17562724,0.146616541,0.098976109,0.177419355,0.117647059,0.151898734,0.086666667,0.142857143,0.2,0.183467742,0.073529412,0.106666667,0.070175439,0.116591928,0.209302326,0.138728324,0.02764977,0.092783505,0.219948849,0.258823529,0.043835616,0.136363636
4,,Somewhat approve,256.441834,124,132,90,85,81,16,30,52,62,42,25,165,69,22,66,57,72,55,26,67,161,146,65,33
4,,,0.303841035,0.313924051,0.293986637,0.322580645,0.319548872,0.276450512,0.258064516,0.220588235,0.329113924,0.413333333,0.352941176,0.227272727,0.33266129,0.253676471,0.293333333,0.385964912,0.255605381,0.279069767,0.317919075,0.119815668,0.345360825,0.411764706,0.429411765,0.178082192,0.3
4,,Somewhat disapprove,167.2310661,72,95,60,47,59,6,37,27,30,20,22,92,58,17,32,47,54,32,52,48,57,47,94,21
4,,,0.198141074,0.182278481,0.211581292,0.215053763,0.176691729,0.201365188,0.096774194,0.272058824,0.170886076,0.2,0.168067227,0.2,0.185483871,0.213235294,0.226666667,0.187134503,0.210762332,0.209302326,0.184971098,0.239631336,0.24742268,0.145780051,0.138235294,0.257534247,0.190909091
4,,Strongly disapprove,243.9393309,110,134,57,76,110,21,39,46,40,33,37,115,106,23,54,65,69,49,127,48,58,39,177,21
4,,,0.289027643,0.278481013,0.29844098,0.204301075,0.285714286,0.375426621,0.338709677,0.286764706,0.291139241,0.266666667,0.277310924,0.336363636,0.231854839,0.389705882,0.306666667,0.315789474,0.291479821,0.26744186,0.283236994,0.585253456,0.24742268,0.148337596,0.114705882,0.484931507,0.190909091
4,,Don't know,57.16365437,32,26,23,19,14,8,14,9,5,7,4,33,19,5,7,28,9,13,6,13,29,20,13,20
4,,,0.067729448,0.081012658,0.057906459,0.082437276,0.071428571,0.04778157,0.129032258,0.102941176,0.056962025,0.033333333,0.058823529,0.036363636,0.066532258,0.069852941,0.066666667,0.040935673,0.125560538,0.034883721,0.075144509,0.02764977,0.067010309,0.074168798,0.058823529,0.035616438,0.181818182
5,"Do you think things in the nation are generally headed in the right direction, or do you think things are off on the wrong track?",Right direction,321.3786067,142,179,87,100,133,27,65,55,48,46,40,121,160,40,74,98,86,56,164,83,63,28,248,36
5,,,0.38078034,0.359493671,0.398663697,0.310714286,0.37593985,0.452380952,0.435483871,0.477941176,0.348101266,0.32,0.386554622,0.363636364,0.243460765,0.588235294,0.533333333,0.432748538,0.4375,0.333333333,0.323699422,0.752293578,0.425641026,0.160714286,0.08259587,0.677595628,0.333333333
5,,Wrong track,436.7118735,221,216,166,134,134,28,63,83,84,64,62,329,79,29,77,94,156,101,30,86,302,285,71,62
5,,,0.51743113,0.559493671,0.481069042,0.592857143,0.503759398,0.455782313,0.451612903,0.463235294,0.525316456,0.56,0.537815126,0.563636364,0.661971831,0.290441176,0.386666667,0.450292398,0.419642857,0.604651163,0.583815029,0.137614679,0.441025641,0.770408163,0.840707965,0.193989071,0.574074074
5,,Mixed,73.7071789,29,45,25,30,19,7,5,16,17,7,8,39,30,5,18,27,12,15,20,23,23,24,39,9
5,,,0.087330781,0.073417722,0.100222717,0.089285714,0.112781955,0.06462585,0.112903226,0.036764706,0.101265823,0.113333333,0.058823529,0.072727273,0.078470825,0.110294118,0.066666667,0.105263158,0.120535714,0.046511628,0.086705202,0.091743119,0.117948718,0.058673469,0.07079646,0.106557377,0.083333333
5,,Don't know,12.20234093,3,9,2,2,8,0,3,4,1,2,0,8,3,1,2,5,4,1,4,3,4,2,8,1
5,,,0.01445775,0.007594937,0.020044543,0.007142857,0.007518797,0.027210884,0,0.022058824,0.025316456,0.006666667,0.016806723,0,0.016096579,0.011029412,0.013333333,0.011695906,0.022321429,0.015503876,0.005780347,0.018348624,0.015384615,0.010204082,0.005899705,0.021857923,0.009259259
6,"Recently, Georgia lawmakers made a number of changes to voting laws in the state. Overall, do you approve or disapprove of this law?",Approve,391.3350638,205,186,142,136,110,18,48,72,74,64,61,295,69,28,77,82,136,91,30,56,291,276,59,43
6,,,0.463667137,0.518987342,0.414253898,0.510791367,0.511278195,0.375426621,0.290322581,0.355555556,0.455696203,0.493333333,0.537815126,0.554545455,0.593561368,0.252747253,0.373333333,0.447674419,0.366071429,0.529182879,0.526011561,0.138248848,0.287179487,0.742346939,0.814159292,0.161643836,0.394495413
6,,Disapprove,370.7366559,154,217,100,107,161,29,67,66,71,46,46,156,178,37,89,105,98,69,173,101,75,43,272,44
6,,,0.439261441,0.389873418,0.483296214,0.35971223,0.402255639,0.549488055,0.467741935,0.496296296,0.417721519,0.473333333,0.386554622,0.418181818,0.3138833,0.652014652,0.493333333,0.51744186,0.46875,0.381322957,0.398843931,0.797235023,0.517948718,0.191326531,0.126843658,0.745205479,0.403669725
6,,Don't know,81.92828031,36,46,36,23,22,15,20,20,5,9,3,46,26,10,6,37,23,13,14,38,26,20,34,22
6,,,0.097071422,0.091139241,0.102449889,0.129496403,0.086466165,0.075085324,0.241935484,0.148148148,0.126582278,0.033333333,0.075630252,0.027272727,0.092555332,0.095238095,0.133333333,0.034883721,0.165178571,0.089494163,0.075144509,0.064516129,0.194871795,0.066326531,0.05899705,0.093150685,0.201834862
7,"In your opinion, do the recent changes made to Georgia’s election laws increase or decrease your confidence in the state’s election system?",Greatly increase,202.1064781,107,95,84,66,50,9,27,32,34,43,32,158,36,8,14,54,75,57,12,19,163,151,22,24
7,,,0.239462652,0.271573604,0.211581292,0.301075269,0.249056604,0.170648464,0.14516129,0.2,0.205128205,0.226666667,0.36440678,0.290909091,0.319191919,0.131868132,0.106666667,0.081395349,0.242152466,0.290697674,0.329479769,0.055045872,0.096938776,0.415816327,0.446745562,0.06010929,0.222222222
7,,Somewhat increase,153.1334975,85,68,53,51,47,6,21,23,33,22,20,110,27,16,50,17,56,27,15,29,106,97,33,17
7,,,0.181437793,0.215736041,0.151447661,0.189964158,0.19245283,0.160409556,0.096774194,0.155555556,0.147435897,0.22,0.186440678,0.181818182,0.222222222,0.098901099,0.213333333,0.290697674,0.076233184,0.217054264,0.156069364,0.068807339,0.147959184,0.270408163,0.286982249,0.090163934,0.157407407
7,,No effect ,72.42601284,36,36,9,36,28,5,7,18,11,9,14,39,20,13,16,25,19,12,17,23,28,23,35,11
7,,,0.085812811,0.091370558,0.080178174,0.032258065,0.135849057,0.09556314,0.080645161,0.051851852,0.115384615,0.073333333,0.076271186,0.127272727,0.078787879,0.073260073,0.173333333,0.093023256,0.112107623,0.073643411,0.069364162,0.077981651,0.117346939,0.071428571,0.068047337,0.095628415,0.101851852
7,,Somewhat decrease,147.3572111,55,92,60,43,43,20,16,41,26,13,12,73,55,19,31,44,34,33,57,40,47,31,89,24
7,,,0.174593852,0.139593909,0.204899777,0.215053763,0.162264151,0.146757679,0.322580645,0.118518519,0.262820513,0.173333333,0.110169492,0.109090909,0.147474747,0.201465201,0.253333333,0.180232558,0.197309417,0.131782946,0.190751445,0.26146789,0.204081633,0.119897959,0.091715976,0.243169399,0.222222222
7,,Greatly decrease,232.7928273,97,136,60,62,109,12,57,38,43,26,30,90,127,16,55,72,60,39,108,72,37,22,175,26
7,,,0.275820885,0.246192893,0.302895323,0.215053763,0.233962264,0.372013652,0.193548387,0.422222222,0.243589744,0.286666667,0.220338983,0.272727273,0.181818182,0.465201465,0.213333333,0.319767442,0.322869955,0.23255814,0.225433526,0.495412844,0.367346939,0.094387755,0.065088757,0.478142077,0.240740741
7,,Don’t know,36.18397308,14,22,13,7,16,10,7,4,3,5,2,25,8,3,6,11,14,5,9,13,11,14,12,6
7,,,0.042872006,0.035532995,0.048997773,0.046594982,0.026415094,0.054607509,0.161290323,0.051851852,0.025641026,0.02,0.042372881,0.018181818,0.050505051,0.029304029,0.04,0.034883721,0.049327354,0.054263566,0.028901734,0.041284404,0.066326531,0.028061224,0.041420118,0.032786885,0.055555556
8,Do you think the recent changes made to Georgia’s election laws will make it harder for voters to cast a ballot in future elections?,Yes,405.6128831,170,235,122,111,170,37,74,77,77,46,52,173,192,40,99,121,94,81,173,117,94,67,271,54
8,,,0.480583985,0.430379747,0.523385301,0.437275986,0.417293233,0.578231293,0.596774194,0.544117647,0.487341772,0.516778523,0.386554622,0.468468468,0.348790323,0.703296703,0.533333333,0.578947368,0.542600897,0.365758755,0.465517241,0.793577982,0.6,0.239795918,0.198224852,0.740437158,0.495412844
8,,No,388.7645984,203,186,134,148,105,17,52,70,68,69,56,294,72,23,62,84,149,86,30,59,284,258,70,47
8,,,0.460621562,0.513924051,0.414253898,0.480286738,0.556390977,0.357142857,0.274193548,0.382352941,0.443037975,0.456375839,0.579831933,0.504504505,0.592741935,0.263736264,0.306666667,0.362573099,0.376681614,0.579766537,0.494252874,0.137614679,0.302564103,0.724489796,0.763313609,0.191256831,0.431192661
8,,Don't know,49.62251844,22,28,23,7,19,8,10,11,4,4,3,29,9,12,10,18,14,7,15,19,14,13,25,8
8,,,0.058794453,0.055696203,0.062360802,0.082437276,0.026315789,0.06462585,0.129032258,0.073529412,0.069620253,0.026845638,0.033613445,0.027027027,0.058467742,0.032967033,0.16,0.058479532,0.080717489,0.054474708,0.040229885,0.068807339,0.097435897,0.035714286,0.038461538,0.068306011,0.073394495
9,"In thinking about the recently passed election bill, what would you say the primary motivation was? Was it to...",Increase voter confidence in elections,384.8633423,209,176,128,144,110,21,54,75,65,57,58,297,62,26,69,77,142,92,22,55,300,262,58,50
9,,,0.455999221,0.529113924,0.391111111,0.460431655,0.541353383,0.375426621,0.333333333,0.397058824,0.474683544,0.433333333,0.483050847,0.522522523,0.598790323,0.227941176,0.346666667,0.401162791,0.34375,0.550387597,0.531791908,0.101382488,0.280612245,0.763358779,0.775147929,0.158469945,0.462962963
9,,Make it more difficult for certain groups to vote,395.2340934,152,244,124,110,158,30,72,76,77,49,44,165,191,39,92,123,97,72,180,115,77,60,283,40
9,,,0.46828684,0.384810127,0.542222222,0.446043165,0.413533835,0.539249147,0.476190476,0.529411765,0.481012658,0.513333333,0.415254237,0.396396396,0.33266129,0.702205882,0.52,0.534883721,0.549107143,0.375968992,0.416184971,0.829493088,0.586734694,0.195928753,0.177514793,0.773224044,0.37037037
9,,Both equally,18.52293879,11,7,5,7,6,0,3,4,2,6,1,7,8,3,6,6,4,2,6,5,4,2,6,10
9,,,0.02194661,0.027848101,0.015555556,0.017985612,0.026315789,0.020477816,0,0.022058824,0.025316456,0.013333333,0.050847458,0.009009009,0.014112903,0.029411765,0.04,0.034883721,0.026785714,0.015503876,0.011560694,0.02764977,0.025510204,0.010178117,0.00591716,0.016393443,0.092592593
9,,Don’t know,45.37962553,23,23,21,5,19,12,7,3,6,6,8,27,11,7,5,18,15,7,9,21,12,14,19,8
9,,,0.053767329,0.058227848,0.051111111,0.075539568,0.018796992,0.064846416,0.19047619,0.051470588,0.018987342,0.04,0.050847458,0.072072072,0.054435484,0.040441176,0.093333333,0.029069767,0.080357143,0.058139535,0.040462428,0.041474654,0.107142857,0.030534351,0.041420118,0.051912568,0.074074074
10,"Recently, Major League Baseball moved its All-Star Game out of Atlanta in response to Georgia’s new proposed voting restrictions. Do you support or oppose of the decision to move the All-Star Game?",Support,301.4969417,133,168,91,74,134,23,61,48,60,35,40,108,161,33,78,100,69,47,145,78,61,30,232,30
10,,,0.357223865,0.336708861,0.374164811,0.326164875,0.278195489,0.455782313,0.370967742,0.451851852,0.303797468,0.402684564,0.294117647,0.363636364,0.217303823,0.591911765,0.44,0.453488372,0.446428571,0.26848249,0.271676301,0.665137615,0.4,0.15601023,0.088757396,0.632152589,0.275229358
10,,Oppose,451.5546081,225,227,161,160,129,34,61,93,80,70,58,341,78,32,82,85,167,109,58,92,289,286,96,57
10,,,0.535017308,0.569620253,0.505567929,0.577060932,0.601503759,0.43877551,0.548387097,0.451851852,0.588607595,0.536912752,0.588235294,0.527272727,0.6861167,0.286764706,0.426666667,0.476744186,0.379464286,0.649805447,0.630057803,0.266055046,0.471794872,0.739130435,0.846153846,0.261580381,0.52293578
10,,Don’t know,90.94845017,37,54,27,32,31,5,13,17,9,14,12,48,33,10,12,39,21,17,15,25,41,22,39,22
10,,,0.107758827,0.093670886,0.120267261,0.096774194,0.120300752,0.105442177,0.080645161,0.096296296,0.107594937,0.060402685,0.117647059,0.109090909,0.096579477,0.121323529,0.133333333,0.069767442,0.174107143,0.081712062,0.098265896,0.068807339,0.128205128,0.104859335,0.065088757,0.10626703,0.201834862
11,"Do you support or oppose American companies using their public role, position, or events to influence political, cultural, or social change?",Support,281.2595024,137,144,62,72,146,12,59,40,45,41,52,109,144,28,73,79,77,42,119,91,53,26,204,44
11,,,0.333245856,0.347715736,0.320712695,0.222222222,0.271698113,0.496598639,0.193548387,0.437037037,0.25477707,0.302013423,0.347457627,0.468468468,0.219758065,0.527472527,0.373333333,0.426900585,0.352678571,0.299610895,0.244186047,0.54587156,0.466666667,0.135204082,0.076696165,0.557377049,0.403669725
11,,Oppose,508.588041,241,267,196,181,129,38,69,99,100,72,55,360,112,36,90,126,163,121,80,88,322,301,129,60
11,,,0.602592466,0.611675127,0.594654788,0.702508961,0.683018868,0.43877551,0.612903226,0.511111111,0.630573248,0.67114094,0.610169492,0.495495495,0.725806452,0.41025641,0.48,0.526315789,0.5625,0.634241245,0.703488372,0.366972477,0.451282051,0.821428571,0.887905605,0.352459016,0.550458716
11,,Don’t know,54.15245662,16,38,21,12,19,12,7,18,4,5,4,27,17,11,8,19,17,9,19,16,17,12,33,5
11,,,0.064161678,0.040609137,0.084632517,0.075268817,0.045283019,0.06462585,0.193548387,0.051851852,0.114649682,0.026845638,0.042372881,0.036036036,0.054435484,0.062271062,0.146666667,0.046783626,0.084821429,0.06614786,0.052325581,0.087155963,0.082051282,0.043367347,0.03539823,0.090163934,0.04587156
12,"As you may know, Congress recently passed a $1.9 trillion stimulus plan in response to the coronavirus pandemic. Do you support or oppose this plan?",Strongly support,296.6053706,128,169,91,89,115,30,62,56,39,41,29,108,165,24,50,105,79,55,137,80,61,29,228,32
12,,        ,0.351428164,0.324050633,0.376391982,0.325,0.335849057,0.391156463,0.476190476,0.459259259,0.356687898,0.26,0.341666667,0.261261261,0.217741935,0.602189781,0.32,0.290697674,0.46875,0.30620155,0.319767442,0.628440367,0.408163265,0.155612245,0.085545723,0.62295082,0.290909091
12,,Somewhat support,205.4343421,88,117,69,67,69,15,34,39,47,22,23,92,80,33,67,55,50,30,60,77,66,49,119,31
12,,,0.243405619,0.22278481,0.260579065,0.246428571,0.252830189,0.234693878,0.238095238,0.251851852,0.248407643,0.313333333,0.183333333,0.207207207,0.185483871,0.291970803,0.44,0.389534884,0.245535714,0.19379845,0.174418605,0.275229358,0.392857143,0.168367347,0.144542773,0.325136612,0.281818182
12,,Somewhat oppose,90.67837243,41,50,37,21,31,7,14,8,23,15,12,78,7,6,23,16,35,16,4,12,72,68,2,15
12,,,0.10743883,0.103797468,0.111358575,0.132142857,0.079245283,0.105442177,0.111111111,0.103703704,0.050955414,0.153333333,0.125,0.108108108,0.157258065,0.025547445,0.08,0.13372093,0.071428571,0.135658915,0.093023256,0.018348624,0.06122449,0.183673469,0.200589971,0.005464481,0.136363636
12,,Strongly oppose,200.8849743,110,91,75,62,63,9,21,48,32,30,37,187,6,9,18,30,81,66,7,13,175,175,4,17
12,,,0.238015372,0.278481013,0.202672606,0.267857143,0.233962264,0.214285714,0.142857143,0.155555556,0.305732484,0.213333333,0.25,0.333333333,0.377016129,0.02189781,0.12,0.104651163,0.133928571,0.313953488,0.38372093,0.032110092,0.066326531,0.446428571,0.516224189,0.010928962,0.154545455
12,,Don’t know,50.39694061,28,22,8,26,16,2,4,6,9,12,10,31,16,3,14,18,13,5,10,14,18,18,13,15
12,,,0.059712015,0.070886076,0.048997773,0.028571429,0.098113208,0.054421769,0.031746032,0.02962963,0.038216561,0.06,0.1,0.09009009,0.0625,0.058394161,0.04,0.081395349,0.080357143,0.050387597,0.029069767,0.04587156,0.071428571,0.045918367,0.053097345,0.035519126,0.136363636
13,"As you may know, the Biden administration is putting together a $2 trillion infrastructure plan to address a variety of priorities. Do you support or oppose President Biden's $2 trillion infrastructure plan?",Strongly support,297.3194256,136,161,111,73,112,29,69,51,35,41,34,100,164,34,66,90,77,59,134,92,53,20,249,23
13,,        ,0.352274201,0.344303797,0.357777778,0.396428571,0.27443609,0.383561644,0.467741935,0.507352941,0.324840764,0.233333333,0.341666667,0.306306306,0.200803213,0.598540146,0.459459459,0.385964912,0.401785714,0.298449612,0.343023256,0.617511521,0.469387755,0.135897436,0.059171598,0.680327869,0.212962963
13,,Somewhat support,130.6021389,55,76,14,55,61,4,16,23,28,18,20,52,62,17,29,52,31,12,46,46,36,29,69,27
13,,,0.154741871,0.139240506,0.168888889,0.05,0.206766917,0.20890411,0.064516129,0.117647059,0.146496815,0.186666667,0.15,0.18018018,0.104417671,0.226277372,0.22972973,0.169590643,0.232142857,0.120155039,0.069767442,0.211981567,0.234693878,0.092307692,0.085798817,0.18852459,0.25
13,,Somewhat oppose,59.64814585,29,31,15,25,20,9,11,7,5,11,10,46,9,5,10,14,23,13,11,11,37,35,10,12
13,,,0.070673159,0.073417722,0.068888889,0.053571429,0.093984962,0.068493151,0.14516129,0.080882353,0.044585987,0.033333333,0.091666667,0.09009009,0.092369478,0.032846715,0.067567568,0.058479532,0.0625,0.089147287,0.075581395,0.050691244,0.056122449,0.094871795,0.103550296,0.027322404,0.111111111
13,,Strongly oppose,260.9268973,135,126,115,72,70,15,30,52,57,38,38,238,13,10,34,38,102,80,7,22,221,216,11,24
13,,,0.309155092,0.341772152,0.28,0.410714286,0.270676692,0.239726027,0.241935484,0.220588235,0.331210191,0.38,0.316666667,0.342342342,0.477911647,0.047445255,0.135135135,0.198830409,0.169642857,0.395348837,0.465116279,0.032258065,0.112244898,0.566666667,0.639053254,0.030054645,0.222222222
13,,Don’t know,95.50339242,40,56,25,41,29,5,10,24,25,12,9,62,26,8,32,30,25,8,19,25,43,38,27,22
